id,source_path,candidate_path,bytes,sha256,duration_ms,sample_rate_hz,channels,spoken_language,decode,listening_status
source-narration-undetermined,HELP_COURSES/ELMGR4/L9/SA/L9TI07.mp3,apps/web/candidate-assets/flash-assets/2026-08-22-page-only-candidates-v1/courses/course-g04-l09-ti-007/audio/source-narration-undetermined.mp3,303072,2f5e5d447f2659acec7a67ce8cc4ced1875ce99f5a9385227b1ec4ee0fab4d8c,21648,48000,1,undetermined,full-decode-pass,not-listened-not-accepted
