cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/SA/L5RW02.mp3,2e39cdf36ea842345dc7321e7126aa758739802ae995cbd29827fe5da91eaeff,,,host-user-activated,47184,mp3,1,48000,,ffprobe version 8.1.2 Copyright (c) 2007-2026 the FFmpeg developers; codec=mp3; stream_bitrate_bps=112000; container_bitrate_bps=112000; language=es from legacy host directory semantics (The legacy host maps language code SP and Spanish page audio to the SA directory.); start_semantics=host-user-activated; no child-timeline start_frame is asserted; spoken content and synchronization require authoritative listening.
embedded-stream-0001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/RW/L5RW02.swf,2c1988158116954da31fa820e0b5a3f4feddab3ea2e5ce4ec0fe87a96b5d9d33,,,interaction-state,18129,swf-mp3-stream,1,22050,244,"SoundStream in sprite:244, local head frame 1, first block frame 1, 218 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0002,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/RW/L5RW02.swf,2c1988158116954da31fa820e0b5a3f4feddab3ea2e5ce4ec0fe87a96b5d9d33,,,interaction-state,126119,swf-mp3-stream,1,22050,245,"SoundStream in sprite:245, local head frame 1, first block frame 1, 1514 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
