cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/SA/L3VB06.mp3,5a56dbcee1dff83597b928d59e7e25223d0c10709616338a7a55152bf87a67bd,,,,,mp3,,,,"Catalog association only; start frame, duration, and stream metadata require timeline/audio audit."
