cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/SA/L3TS04.mp3,a2505e6988cca2f44777711d87175b385564a51c2cb5284c05d6246635cf5dbf,,,catalog association only; runtime cue is unresolved,20040,mp3,1,48000,,"association=matching-basename; ffprobe/ffmpeg technical probe passed; normalized-language candidate=es; spoken language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-001,und,artifacts/g4-l3-embedded-audio/sha256/39/391c37eb6f1d942a14c02150e9dc6b54dfc186a81caebd3e6f126b9dd8313ce2.mp3,391c37eb6f1d942a14c02150e9dc6b54dfc186a81caebd3e6f126b9dd8313ce2,1,sprite-70,static SoundStreamHead frame in owner domain; runtime reachability unresolved,27430,mp3,1,22050,,"unitReferenceId=course-g04-l03-ts-004/sound-stream-1/source-order-1; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/TS/L3TS04.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
