cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
embedded-stream-0001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IR/L5RW01.swf,03c0a8ef50c79c7c1e672471df3c2d294674ca28a9dd68e0bf1cbffda66bd613,,,interaction-state,11337,swf-mp3-stream,1,11025,3,"SoundStream in sprite:3, local head frame 1, first block frame 1, 135 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
embedded-stream-0002,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IR/L5RW01.swf,03c0a8ef50c79c7c1e672471df3c2d294674ca28a9dd68e0bf1cbffda66bd613,,,interaction-state,11337,swf-mp3-stream,1,11025,4,"SoundStream in sprite:4, local head frame 1, first block frame 1, 135 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
