asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00021,11,,bitmap,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,324caf0860349ad9c9152890be5049535b872259492d016e00dc8aa822c522b3,DefineBitsJPEG3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=21; payloadBytes=6346; exactTagIdentitySha256=27d982c65df4547e445f4b733dbbf2051b99bcb2d591d0692f55f0757c1ee8e6; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00022,12,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,0694b1b59d43749a8f9b6fc6c16af6093762cffb72031c1e07e183db7137955c,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=22; payloadBytes=3499; exactTagIdentitySha256=17c3068cfdc1a02a0c93543109e415ec696202e7b872cddcb08918fe258c772c; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00023,13,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,be680f95acdd7ec99c35a633f5d0abc9b2130035b2cc50ba58b440f448b41943,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=23; payloadBytes=715; exactTagIdentitySha256=dea980c4e78f1449aad34bee51645b22bd9e88614e9eb28ee6b00e44f6ac422f; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00024,14,,bitmap,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,dcfe4d3e4168d74e176d9e28caf1758c7a3571824545b6053dac97f586fd97b3,DefineBitsJPEG3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=24; payloadBytes=6122; exactTagIdentitySha256=4c20204c6922c2c076157efa57aaa5d6169b85c7fe67eebf9f708922dd2c8c36; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00025,15,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,65189afd7c09f72b067719b8c69c24c0113ee82aee8d22d9bb7655af98f8a1a1,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=25; payloadBytes=1050; exactTagIdentitySha256=2bd42c7f1790242bd64343dc209f8b19e65eff70462480089b318866444cadc6; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00026,16,,bitmap,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,5d0dd96640445dc2d0e06077973c3790b94c4e331fac6de0eeee072f2ca57d50,DefineBitsJPEG3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=26; payloadBytes=55823; exactTagIdentitySha256=bb8c8259b11b18b5f407200652f06a90c47c9e61d840245abe302c359beb3dfe; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00027,17,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,99201f13eeb99e38b20e26ef739d9a635b2b060090ba5fe01bdfab8343211872,DefineShape,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=27; payloadBytes=56; exactTagIdentitySha256=8a1b8f00741a9da014ac9dc0b6f9ebd351ff86b9d729574adafb1dec79147529; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00028,18,,bitmap,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,3d892fcbf62c5f34b9126cf8b045275ac839e7e87cf4e8c4937f49bca7121e86,DefineBitsJPEG3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=28; payloadBytes=30127; exactTagIdentitySha256=fad2e32462586f23bad14ad843bb821581b675c08a61b567a86419cac1526183; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00029,19,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,542ea1ba19995411e261c09edae5b4fbc8d948d2bc2157b0dcbb84d1e2eec049,DefineShape,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=29; payloadBytes=55; exactTagIdentitySha256=63644df5b476f88a57cd3c12ee783078e35d36af35cc55423418463da92c359e; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00030,20,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,bd34816e84b091e1542e13f1c8655b326ebf1256c578ec02ffdcac7abd0e3f35,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=30; payloadBytes=164; exactTagIdentitySha256=dee3b62dd4c51497a40d34ff4272b8e52271a644a3cb7e71bcdfd6e37305efaf; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00031,21,,bitmap,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,d16c686d63dbcd4e4bd12b0dd3a79056eb0e3db8f404ad1d4b16cd7b8fa62b4e,DefineBitsJPEG3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=31; payloadBytes=28048; exactTagIdentitySha256=7070cc0183bd0cad89f4fdb72ae02789bfa1c130ad2058109612c12e07fb644d; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00032,22,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,cb438cb03edf87d2a2bcc62fd787f601bd8d6bc0196d470bef3d1ffee5f1dcc6,DefineShape,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=32; payloadBytes=52; exactTagIdentitySha256=c1251ad6582a9743cc0ff994e85078878bcef178f22bbe3427430402092db4f7; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00033,23,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,04b80c1246f6e0a9a001110d8ef62a9f3b2ad46d2ed099318616e1680432046c,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=33; payloadBytes=2604; exactTagIdentitySha256=dc6cf2229a040a0a1860e0e9f22b37c5f19ab31ffb8cad7f73d4d1153348a6ec; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00034,24,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,454730696a47ba35c464d02000fef1a499d8e98114062d321876c411e55b0f3e,DefineShape,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=34; payloadBytes=53; exactTagIdentitySha256=4bb8214b5b93d191a270e3a12b18868a3dc83cdbd16a49a374498478d78ce05b; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00035,25,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,80a19164937c73471ca6c30928516e282f01b00be44013082fc2493171c13f9c,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=35; payloadBytes=2858; exactTagIdentitySha256=3ae6d3f13374c3c9243a4afd49edc979e41c7e33ba8d97355e58b08b41dc4355; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00036,26,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,399987b64d7039114f1242483f44be33d3e50389327de50926b2d14931be3d4f,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=36; payloadBytes=178; exactTagIdentitySha256=fc3a1dbc5fb10cdf2ed4252c9e3dd4f906bf5d5a22e4ea025c755ce50b9c146c; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00037,27,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,a56d419d3079c54872c8b987b4f6d7a5fec1ed0b5e19186d44ddb407a383c885,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=37; payloadBytes=184; exactTagIdentitySha256=ebeea72cdefa29a412078c4b0050fe1526e025e9c3ba0f06ce85a15496227a87; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00038,28,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,5fe1f8de5cb38e25514072491f205299d7e41c720995c54581494e757f90c678,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=38; payloadBytes=212; exactTagIdentitySha256=0bdfa406357a272876c02e9e6df78400e193fc4863caa763634497d367e443b9; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00039,29,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,42a408a092f11bf4f57e961f8fa309c1759e727062c0a23faad650f06585658f,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=39; payloadBytes=173; exactTagIdentitySha256=a8a598f8077362d64fcbda0f705905d7394a27921d06b9d1008c861d75ce4d25; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00040,30,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,8e6c014c107972177825a41a5f933353de34471a936fabba47b0a8c9cd174893,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=40; payloadBytes=191; exactTagIdentitySha256=7eb4cef8908d589171acb67f662633dc46fd7ffa03b035125d11c0ce88160c49; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00041,31,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,a4c1b7f5e5a9635fe18786c882b702b0390b40be9f7d0759d5281a322a6b2d0b,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=41; payloadBytes=3328; exactTagIdentitySha256=70faaf8937f349c693ceeaa71acc6bd03f9a711dd15aa6f8dc9ec3209aa7c68b; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00042,32,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,e33adab6d9ea256daae45211263cd773d4f1172a23a7a6449ccbefee831732f2,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=42; payloadBytes=217; exactTagIdentitySha256=ffe2393e90ba8193bccc1212c85b5f595141d25fa05a3fb198cfda039c1f2885; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00043,33,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,cda553c3843230abfc4907cf2dd06240475501e9bd9be85b670beab172083407,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=43; payloadBytes=173; exactTagIdentitySha256=00ee42f41fabb18d2fe41c2c72fa57ef201992975bee9d2da97e92bd4ae50cdb; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00044,34,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,368efba867ed4ab3e292a91873da9104a775cbf495b68deb05f4cc8623940efa,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=44; payloadBytes=3252; exactTagIdentitySha256=619aac425adfa3556fd957f80516f10a73ef144e10faa7bf3e7ceadb22882890; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00045,35,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,830c132052228028da138c98a761bc75490431d859b59963524863e60c658bb3,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=45; payloadBytes=2105; exactTagIdentitySha256=494a7d82efd407c3e9682b457e112433cd9abe2193865b529d01254bfb0bc1f2; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00046,36,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,1ddc1e03d781afd6a3ccf75a4cb2609da0205ccd612f9cb2863f1ab40177b78c,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=46; payloadBytes=3245; exactTagIdentitySha256=85a697e8b7311bed94428ac4970a47e9208c602086d2fef182fd7453c6fc9f82; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00047,37,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,36c9ab9ae0e009be24b855d6ee93b4118ed47bab9fc4b1a259ebddc4b448fbe7,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=47; payloadBytes=184; exactTagIdentitySha256=ebea0cb283ff03221c602f21c1bb5108616fe3056a6153ad7855d152ea52711c; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00048,38,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,b451ed1ecd8f3442745a2dbf8c37354ed67308ba96e6d9776de504442502c3c2,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=48; payloadBytes=3262; exactTagIdentitySha256=f1b11883b9b0389e95ab7e6d0cb69f96e5ac699341762a7f631cfd7b720900be; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00049,39,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,2a40429735a001f7086bddbd016c222be92f65a2ac07c1c2236373b8f4373157,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=49; payloadBytes=2161; exactTagIdentitySha256=c13af1902602b2673cae90961c3b8d822c880c8b9e9840c7709241fcb37789b4; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00050,40,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,8d75ec69dd565e0c8616a84a8338408b2db4e4d290e55be256839d718075c24c,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=50; payloadBytes=3255; exactTagIdentitySha256=979cab2f9fe2d181554e768e0ff8d75022c9b0f4aac1d356ffb21d5e69454122; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00051,41,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,f3f7caba8c2b7cb641c9ac838222cab953a5d74f4f2936adc8cac17d76ab8597,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=51; payloadBytes=3262; exactTagIdentitySha256=4d1c7645bc06bd537db940dc1bf3ac60d89262ea1cb9e48a984cd18584f9b41f; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00052,42,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,46a4fa7e8eb89869eb36356f71fa91e88e3a803d99a87743f4503a3ecb5fa494,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=52; payloadBytes=3255; exactTagIdentitySha256=1d28afc45de76196222d2a58f42ea58a06efbfe32c7bc50f924f5aa111f0cece; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00053,43,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,7996a6d99ce94d4f9fb37665d960782f0e8706b113e2e315c6f274c252a192ca,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=53; payloadBytes=3367; exactTagIdentitySha256=35c5d88eb6bd11941e5c3d7d59331f1712b07250ef8011654653f8a9d76d2102; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00054,44,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,3694a0b2cf9b0521688a1c36a423275cd14e75617446797aa10af44266ad2d95,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=54; payloadBytes=3256; exactTagIdentitySha256=7d1e0e331d2fa7cba1ba5516cc36313a933138da9879f58fc2423f5279f8a808; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00055,45,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,dec4d9228c87bab204db86d09b97232bc02b56869d6344606e907ed3704ac2ae,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=55; payloadBytes=3251; exactTagIdentitySha256=ca8621b5b26316653bbdbe0f00deb314221c8a2ad43f36405396d69e1b706709; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00056,46,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,25ca0e7703a646e42cf8aea22747dd18960a62bd458ae5e78e0758ca626971db,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=56; payloadBytes=2612; exactTagIdentitySha256=94a885783fa0427607ab83bbc63e989f44d10d5f0e6cd645e2d59190b1a17e8b; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00057,47,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,17615150f140ce910eca780be85c2ae1e9e858a362af0623f806cd80dff93d30,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=57; payloadBytes=3005; exactTagIdentitySha256=949b3a7f5adb6e55911662e811e181c3764cdddb0ee6810612afa2e20224b0c5; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00058,48,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,6d4235b01b485ae30337df4e068b53052af51cc73dba1d60bba688fae50b99d9,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=58; payloadBytes=3256; exactTagIdentitySha256=94a9bd66d65d43fbda0b8f7be69dbd7e92bfc7e29fc451d970f295aa49c4ae78; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
swf-definition-00059,49,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/RW/L3RW04.swf,,,2bd409b9000ee2cb25fb0d9c0dfbdf11b8dec970422b5bc75caf5b9da566597b,DefineShape3,,,none; original SWF tag payload inventoried without export,machine-extracted-definition,owner-provided SWF,"container=root; definitionDepth=0; tagOrdinal=59; payloadBytes=3287; exactTagIdentitySha256=e5972eba394a8aa1209d32cef657f89a01a34a0f8ccbbf81fbf68ac241168a44; authoring name, visual bounds, placement, and runtime reachability remain unresolved."
