asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00078,67,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,4713ac6618f9a637bb324b5f981102451d09f44aa603cf1bd61e93c79a61acb5,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=78; payloadBytes=26; rawTagPayloadSha256=4713ac6618f9a637bb324b5f981102451d09f44aa603cf1bd61e93c79a61acb5; exactTagIdentitySha256=60d53394794897a9dda8c51cc3eff33886631f9b6fb8a6512165d83d3218cb60; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00079,68,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,657c88039c94d13e0e4d70fb87a444c86ae8fb121c8282c16ef1b3c013a24c83,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=79; payloadBytes=36; rawTagPayloadSha256=657c88039c94d13e0e4d70fb87a444c86ae8fb121c8282c16ef1b3c013a24c83; exactTagIdentitySha256=4be6fb65e5c9d19660d82092dd2ccdbdeeb4cc8d72909beadcb01afd70135997; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00080,69,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,6187fbf8df5b14d9dfcd43588b19143e7ce6d55829276906bcf195cbaa1f3f80,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=80; payloadBytes=35; rawTagPayloadSha256=6187fbf8df5b14d9dfcd43588b19143e7ce6d55829276906bcf195cbaa1f3f80; exactTagIdentitySha256=0184d8977b2882dfbcabb0b1070bde080a194bb62074e391468001caf7b4f585; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00081,70,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,dbbf235fca439081a93447a5904cf7eafd8c3a9e749d9a0a2b9bc2472d2245bc,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=81; payloadBytes=35; rawTagPayloadSha256=dbbf235fca439081a93447a5904cf7eafd8c3a9e749d9a0a2b9bc2472d2245bc; exactTagIdentitySha256=f12fa98924d00861494b8b0cdc25b9ea728c6a0006b036b27710d7a266075a5b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00082,71,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,f5b73e83c709808d493f99485549defff54fa0dd387630139e086eb9ba43c914,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=82; payloadBytes=35; rawTagPayloadSha256=f5b73e83c709808d493f99485549defff54fa0dd387630139e086eb9ba43c914; exactTagIdentitySha256=e34d3cd733341b0afa33fd104fb66b56a56eec11fd62ba6ff3fb63c0e295ed14; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00083,72,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,3a6bc470c032011ad89d939a62595d59ed2b76d6ff24c9018d90ff2bc4a877c6,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=83; payloadBytes=35; rawTagPayloadSha256=3a6bc470c032011ad89d939a62595d59ed2b76d6ff24c9018d90ff2bc4a877c6; exactTagIdentitySha256=5b690426bc13bc5613e5d29aff18fe5ed3c2e912707af4212b0c42d004010c34; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00084,73,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,7e76d97aa8fe3a3d0cf4b4b56ff366add79697e160a717ae24475f75657acecb,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=84; payloadBytes=35; rawTagPayloadSha256=7e76d97aa8fe3a3d0cf4b4b56ff366add79697e160a717ae24475f75657acecb; exactTagIdentitySha256=cde1022914ad5d68f9572c76438a7cf59940ee71efa8327c0a27582d2aa0685f; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00085,74,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,3b66dcec33070dc778bfd932d8f98949d111da5a9671bc29a7d89922b3267ba9,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=85; payloadBytes=117; rawTagPayloadSha256=3b66dcec33070dc778bfd932d8f98949d111da5a9671bc29a7d89922b3267ba9; exactTagIdentitySha256=38b36c55718f77ee1f31f133d4617595a24ca27baa9f1ab319242aba2a68c35c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00086,75,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,56c7fadb594d5417c22b9821af6bfb865431e74e2c44c4e188fe970b32f74e31,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=86; payloadBytes=28; rawTagPayloadSha256=56c7fadb594d5417c22b9821af6bfb865431e74e2c44c4e188fe970b32f74e31; exactTagIdentitySha256=cc2368c38cec78685e77ca4959182daf9f47a6294d0d0944a367bcb85ca47fd5; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00087,76,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,e8207945677eb46aac160ce12810d697c328eb337b0d7c5af62f9fc646d45533,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=87; payloadBytes=90; rawTagPayloadSha256=e8207945677eb46aac160ce12810d697c328eb337b0d7c5af62f9fc646d45533; exactTagIdentitySha256=75663fb970a14d08cee356bde23032f186c8e358e1ba103df39b2b6cf8e354bf; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00088,77,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,a67a916abac1ff0b53a51d247b527abf63cc2ce121d7347baad0731f66291e8e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=88; payloadBytes=28; rawTagPayloadSha256=a67a916abac1ff0b53a51d247b527abf63cc2ce121d7347baad0731f66291e8e; exactTagIdentitySha256=52a3553c1100215eec5bb5473442c55fa28c0b5b7ad3ddc07f5d637566374657; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00089,78,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,df803426d6a04386ba87842813222fb3bd0303e8ddaeb3fe0adce66c345c8ee7,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=89; payloadBytes=202; rawTagPayloadSha256=df803426d6a04386ba87842813222fb3bd0303e8ddaeb3fe0adce66c345c8ee7; exactTagIdentitySha256=97fb6aba27bba72515bd52f857f7f18f4dd337dda6bf37de6241361bbe8867cf; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00090,79,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,cf8cb83c203c2e6195f2039d032c59a99a0ca2085ce643f6a3c5f82b438f6d5a,DefineShape3,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=90; payloadBytes=523; rawTagPayloadSha256=cf8cb83c203c2e6195f2039d032c59a99a0ca2085ce643f6a3c5f82b438f6d5a; exactTagIdentitySha256=223f5c342245a5299494e4396644bf3ca92ba68becdabbcc564daf7c15008c44; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00091,80,,bitmap,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,0d78ef4de94ad2bc2fa0d0fa0f4502078657d56beecacc3b7525b635e733344f,DefineBitsLossless2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=91; payloadBytes=535; rawTagPayloadSha256=0d78ef4de94ad2bc2fa0d0fa0f4502078657d56beecacc3b7525b635e733344f; exactTagIdentitySha256=40ad533736ee7c75dfb7e51182474ac9a649405354b20947b933159bc0ebae76; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00092,81,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,f9da09d86dde39eba8f52110d014c52c3c055649828e611a05c96c808ff23e0a,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=92; payloadBytes=49; rawTagPayloadSha256=f9da09d86dde39eba8f52110d014c52c3c055649828e611a05c96c808ff23e0a; exactTagIdentitySha256=b2a799987dc919a30c2e65eb130b06d152e990b31ef01d373a073c88bf7ab22b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00093,82,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,4e51cca5c4afca21339524dbefbad62b712b86e7da0f7076967083d9d3747262,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=93; payloadBytes=38; rawTagPayloadSha256=4e51cca5c4afca21339524dbefbad62b712b86e7da0f7076967083d9d3747262; exactTagIdentitySha256=ee459ee7ca318da248ce3a6d672fa4daebe643fad57038f8eea6ac12a292cde2; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00094,83,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,23816b70ccb32e86f5750b9547245638883a7f43888ea66af186e8f5166d3593,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=94; payloadBytes=42; rawTagPayloadSha256=23816b70ccb32e86f5750b9547245638883a7f43888ea66af186e8f5166d3593; exactTagIdentitySha256=592b08b8dbe1dd80f01710cc32f2bd05e63ae70cf98191ef75d74183a5d1e4e3; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00095,84,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,34334f177f3fd8c66613b181177d9bb4a35c6f28a958386e773dc800dc404552,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=95; payloadBytes=26; rawTagPayloadSha256=34334f177f3fd8c66613b181177d9bb4a35c6f28a958386e773dc800dc404552; exactTagIdentitySha256=628ea234c8da16aa3dd82e908bd4ee96e4ad39632d7708a647ccad5c93385d87; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00096,85,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,7dbec56bb18396f38bef99c47fcfd4ceb5ca60fe8b887a1b552f1e2c2f29b7f7,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=96; payloadBytes=38; rawTagPayloadSha256=7dbec56bb18396f38bef99c47fcfd4ceb5ca60fe8b887a1b552f1e2c2f29b7f7; exactTagIdentitySha256=a4df2b389a07af5052002efdf017c11aa8a71ef911f6ce5dd6116643d42af686; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00097,86,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,9b8c29bd911e5f45b41c7a810cb3e674837b72e10d02b9de514817760e2fcbb0,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=97; payloadBytes=26; rawTagPayloadSha256=9b8c29bd911e5f45b41c7a810cb3e674837b72e10d02b9de514817760e2fcbb0; exactTagIdentitySha256=5ded6c028e7c9d82f2ce29db06c294653bf0f48b7c9fa131c4894ee4d902b70e; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00098,87,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,4d8c7dae4350eddb66e7a4b5c11d48f736023fa95864a341d65ef15a33064f03,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=98; payloadBytes=47; rawTagPayloadSha256=4d8c7dae4350eddb66e7a4b5c11d48f736023fa95864a341d65ef15a33064f03; exactTagIdentitySha256=2800f01e2ee310f763d38366f324ac184e6cd60b555eb5704ec4e973b2a7d822; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00099,88,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,f6169b309e816c045b7f8020e30b065ce5a1e43ab22faa9ad6c5dfb030b94bcb,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=99; payloadBytes=155; rawTagPayloadSha256=f6169b309e816c045b7f8020e30b065ce5a1e43ab22faa9ad6c5dfb030b94bcb; exactTagIdentitySha256=925a373048a177a953af2c69bf7840aafb37254a6d08194fb854786064e530df; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00100,89,,button,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,8b874f2ac30c01c2d7703ab730005c625c3e85e24ff457e8aae9dd6e51898801,DefineButton2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=100; payloadBytes=170; rawTagPayloadSha256=8b874f2ac30c01c2d7703ab730005c625c3e85e24ff457e8aae9dd6e51898801; exactTagIdentitySha256=a6c05e4a09a6121e3c8e60b9979e77c953bcad3143e459c652d64b2a63ecb294; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00101,90,,button,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,28945228e1287cb82dc56a39bfe0f8f2de361c51c33cf354d3483e65d502fe32,DefineButton2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=101; payloadBytes=170; rawTagPayloadSha256=28945228e1287cb82dc56a39bfe0f8f2de361c51c33cf354d3483e65d502fe32; exactTagIdentitySha256=c86e7173b31137a83fe6f83a8252d7d02221542f481895429edb0f2afb0c0957; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00102,91,,button,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,b95b85c8a94bd40363296df700cfc3772d47193fef58c7b99d76dd1e52a5ce8b,DefineButton2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=102; payloadBytes=167; rawTagPayloadSha256=b95b85c8a94bd40363296df700cfc3772d47193fef58c7b99d76dd1e52a5ce8b; exactTagIdentitySha256=56fd1ed54318f9bf93cc85e2840f1640191a92e748238c8dbb0efea6d46e3734; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00103,92,,button,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,5498730250b545bf14f55b7d699207d612962ecbbafa74cf7597366a802ccc20,DefineButton2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=103; payloadBytes=166; rawTagPayloadSha256=5498730250b545bf14f55b7d699207d612962ecbbafa74cf7597366a802ccc20; exactTagIdentitySha256=11f5ee5d8b42fe87c782967d832c293c786baed3f7c78552dfe9f99ab3318cfa; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00104,93,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,c359047387d3e60ff36d69469f960ba18bb1a3297d08a3372b762b3cbe485b19,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=104; payloadBytes=48; rawTagPayloadSha256=c359047387d3e60ff36d69469f960ba18bb1a3297d08a3372b762b3cbe485b19; exactTagIdentitySha256=fd35e2875e1ec41fa3c3c0424d9cbac266d387e2abe3e5e8906448e4118e0cbd; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00105,94,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,f283ba29528f980894cb3265b638e1a8612a30e55d4acc348b9730ee3f5b3fdc,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=105; payloadBytes=48; rawTagPayloadSha256=f283ba29528f980894cb3265b638e1a8612a30e55d4acc348b9730ee3f5b3fdc; exactTagIdentitySha256=5d66ef3288befd2eddb6c586b32ebcade04de233c9c012e7381eeeaf28c5df50; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00106,95,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,9f774ada85d6aecd5807ad22d2e31865b0d4ab2c3f098195c9278aca9c54743e,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=106; payloadBytes=48; rawTagPayloadSha256=9f774ada85d6aecd5807ad22d2e31865b0d4ab2c3f098195c9278aca9c54743e; exactTagIdentitySha256=d00529914381a23a69a7866acfbb1a43b81897bae49c6c71cb643971b3386083; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00107,96,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,72f8aa7c93c54a408493ff9cdd05770f2c2d2f475e6f09a3cfe6cb6840170b8f,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=107; payloadBytes=37; rawTagPayloadSha256=72f8aa7c93c54a408493ff9cdd05770f2c2d2f475e6f09a3cfe6cb6840170b8f; exactTagIdentitySha256=e6fe8bcee49493f619ac6fc7ddaeb28c0dd22041d6e2005e100df5b09e99b70d; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00108,97,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,8b99b56ca42c2a5961e39ab30fce991985534c0221c0176baf8e660296335efd,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=108; payloadBytes=118; rawTagPayloadSha256=8b99b56ca42c2a5961e39ab30fce991985534c0221c0176baf8e660296335efd; exactTagIdentitySha256=92df181232dfda5decd081060f1411b686f54c9c88a96eaee147ebba91510a20; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00109,98,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,f0aa9382e1ba4aa5511b3bf0bdc5616070e1484bde6285cc92950d358e1dd38e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=109; payloadBytes=25; rawTagPayloadSha256=f0aa9382e1ba4aa5511b3bf0bdc5616070e1484bde6285cc92950d358e1dd38e; exactTagIdentitySha256=b837c2127c8791224ab0173945c7ba57cd13aa3a1dafd74022645c5614908e7e; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00110,99,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,8fd4d050950a5e28e9d2f3a41184bf1a256705ff12d1234204326fc7691fb322,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=110; payloadBytes=25; rawTagPayloadSha256=8fd4d050950a5e28e9d2f3a41184bf1a256705ff12d1234204326fc7691fb322; exactTagIdentitySha256=eecd0eb795b59bcd06ad5c05c169efc6d38bef121b83922bdd1909c97dd65a3b; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00111,100,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,4855d272c732f24b19ecee08ed823b9a9182555f3b11b3d28bf306e0ca670bee,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=111; payloadBytes=118; rawTagPayloadSha256=4855d272c732f24b19ecee08ed823b9a9182555f3b11b3d28bf306e0ca670bee; exactTagIdentitySha256=143ee5fe398f546770a21deea2b532731daa4219e16741bafce557193c5f375c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00112,101,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,67bf970b442d965a06eb0b5d268105607b3bb21124a7fb15b893c3425dd381e8,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=112; payloadBytes=25; rawTagPayloadSha256=67bf970b442d965a06eb0b5d268105607b3bb21124a7fb15b893c3425dd381e8; exactTagIdentitySha256=cb566fed89acdc621c80e7bb7d55caff6cf098ebbd716341e325ed46c125368d; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00113,102,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,dc4bb74394d33c138675fc0295db035098d235ee7fa31d8342aa012ec84a8c6e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=113; payloadBytes=25; rawTagPayloadSha256=dc4bb74394d33c138675fc0295db035098d235ee7fa31d8342aa012ec84a8c6e; exactTagIdentitySha256=87498c86d3213c058382670dd89ad3327c80c9a26326d86c0d557ab82dfa5d95; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00114,103,,sprite,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L5/IN/L5IN03.swf,,,1fdd0ffdac9184c9e43c52d90e0ce77defff1febbd73c77f35363170ee15d65d,DefineSprite,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=114; payloadBytes=403795; rawTagPayloadSha256=1fdd0ffdac9184c9e43c52d90e0ce77defff1febbd73c77f35363170ee15d65d; exactTagIdentitySha256=18b7c15cfdf3b4fe0151a83d053a3bc94a827469225159916e0cf5e643a114ca; declaredFrameCount=966; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
