id,source_path,bytes,sha256,spoken_language,status
source-narration-undetermined,HELP_COURSES/ELMGR4/L9/SA/L9TI03.mp3,813456,37365857b710eef76a3ac3bf2c9e86936dcecf3d61f48d6981ef71b444273e67,undetermined,exact-bytes-not-listened
