cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,es,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/SA/L4TS02.mp3,148a963e1d0e87136cc65b36a73d97625170f53865842c6a12cda2a94c7df576,,,host-user-activated,20592,mp3,1,48000,,ffprobe version 8.1.2 Copyright (c) 2007-2026 the FFmpeg developers; codec=mp3; stream_bitrate_bps=112000; container_bitrate_bps=112000; language=es from legacy host directory semantics (The legacy host maps language code SP and Spanish page audio to the SA directory.); start_semantics=host-user-activated; no child-timeline start_frame is asserted; spoken content and synchronization require authoritative listening.
embedded-stream-0001,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/TS/L4TS02.swf,d5937429370f18bd1ee65cc09febcc2b0e431303310b8905a3248b9146de0e2e,,,interaction-state,26984,swf-mp3-stream,1,22050,28,"SoundStream in sprite:28, local head frame 1, first block frame 1, 324 blocks, sync=stream; sum-of-mp3-soundstreamblock-sample-counts; start_semantics=interaction-state; root cue depends on sprite placement/interaction and remains unresolved; no root frame is asserted; spoken language/content requires listening."
