asset_id,swf_character_id,library_symbol,type,source_file,source_frame,exported_file,sha256,format,dimensions_or_bounds,font_glyphs,transformation,confidence,license_or_provenance,notes
swf-definition-00070,59,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,e19538cf1df16e8f92cb8b868ca45776e1a0d7e59af39d9dcfff7149ca83d109,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=70; payloadBytes=62; rawTagPayloadSha256=e19538cf1df16e8f92cb8b868ca45776e1a0d7e59af39d9dcfff7149ca83d109; exactTagIdentitySha256=85d9acf43c62a04ef8cdb97ac82434567c350aa4fa0caf376e94271153adbbb2; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00071,60,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,9c4d6af540fff0b5dfa971c28d62b0796089c23919a34efd85c2dcf349069d1d,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=71; payloadBytes=62; rawTagPayloadSha256=9c4d6af540fff0b5dfa971c28d62b0796089c23919a34efd85c2dcf349069d1d; exactTagIdentitySha256=75b1e7c1645ddf591f153b56f85dae7997696bac3c3e5571f54f31bfddcc3e4a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00072,61,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,b8ac1b995ef1601e7d470e0c962cc7bff6a76e23d12d499ed976883981f02c9b,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=72; payloadBytes=62; rawTagPayloadSha256=b8ac1b995ef1601e7d470e0c962cc7bff6a76e23d12d499ed976883981f02c9b; exactTagIdentitySha256=7d5350e17563e9422b4102a385d733bd2a8de149fa6f6b6f11e369f092bce84c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00073,62,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,eedf710262ab492a1bb0bf97ec4d320213fe7a60faf51c0479e2a22ac9e8b3c8,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=73; payloadBytes=62; rawTagPayloadSha256=eedf710262ab492a1bb0bf97ec4d320213fe7a60faf51c0479e2a22ac9e8b3c8; exactTagIdentitySha256=6d8593908d716a6c5383002241a7225bb6934d0a94176e6d0b038c9886e5106c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00074,63,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,1149e79445ed75ccd584c9d60d0a182ecc31248c289656f383fe675351c6772b,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=74; payloadBytes=67; rawTagPayloadSha256=1149e79445ed75ccd584c9d60d0a182ecc31248c289656f383fe675351c6772b; exactTagIdentitySha256=1851ef7c6075154f1eae5dd5154bccc4c7080571995cfd4f36c2521757d69ceb; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00075,64,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,29620027781ad85f004a7f4a104a34da4f20b1810890e18d418a77ad3d303440,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=75; payloadBytes=68; rawTagPayloadSha256=29620027781ad85f004a7f4a104a34da4f20b1810890e18d418a77ad3d303440; exactTagIdentitySha256=c9b9d5674c9df7a1149a215f5e1496e16a985352af0c5fe375e0b9bebbe7b3d8; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00076,65,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,62271c329455bc9e3bb05a26c4e4affc6e5f663842918852aa58d348b9212737,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=76; payloadBytes=73; rawTagPayloadSha256=62271c329455bc9e3bb05a26c4e4affc6e5f663842918852aa58d348b9212737; exactTagIdentitySha256=2297f0ec07f9bd72a3e59363d8e6d64fc26d42e222ce6f8ab7899b819cdb4798; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00077,66,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,e03d78671a93508e7014060fdf8922f80a4118d9a9a76c1a434a320475316792,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=77; payloadBytes=74; rawTagPayloadSha256=e03d78671a93508e7014060fdf8922f80a4118d9a9a76c1a434a320475316792; exactTagIdentitySha256=dcb8e36ef1a00a1e8c6934f9061d6a5fe68dc560ad76c71d13071b576be46fc6; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00078,67,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,c4d0420d59cccaf94a50395ae01351d8e83a22da2c6fdfdf5ef1aedb334cb7ae,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=78; payloadBytes=75; rawTagPayloadSha256=c4d0420d59cccaf94a50395ae01351d8e83a22da2c6fdfdf5ef1aedb334cb7ae; exactTagIdentitySha256=632f4be3114bbaf37147b014e23510a1498c87e419fffddb536f9a29df490236; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00079,68,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,3b971ff1641bef34e9bd80b91e2b5f35d1a6dfa534070e77de408af44798435d,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=79; payloadBytes=75; rawTagPayloadSha256=3b971ff1641bef34e9bd80b91e2b5f35d1a6dfa534070e77de408af44798435d; exactTagIdentitySha256=ef0d294ce39bc9f68917bf89dabb96059a333528df9dda4b159ed889d6856464; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00080,69,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,04a29a4514f60c3a5b25a3be53229efe6cadc3b2ee76d71a1c7940f5063649e3,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=80; payloadBytes=75; rawTagPayloadSha256=04a29a4514f60c3a5b25a3be53229efe6cadc3b2ee76d71a1c7940f5063649e3; exactTagIdentitySha256=a214ee7d057f54ce910527ce5b8351b9d31204fef89f60d7d84461f9b971b91c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00081,70,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,f137971074a613cde44e37efd9e888eda596f58d532c976e4ab52ca17c0b1a71,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=81; payloadBytes=75; rawTagPayloadSha256=f137971074a613cde44e37efd9e888eda596f58d532c976e4ab52ca17c0b1a71; exactTagIdentitySha256=c38097589fb9f1fcd31f72ffb4252befc9fd59cb1ae9022006e80d97e5a1926d; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00082,71,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,64dca8d3ee9cfb7eeb60f6c7439a4c87ab195f36fa8821117eafc7fb2991b834,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=82; payloadBytes=75; rawTagPayloadSha256=64dca8d3ee9cfb7eeb60f6c7439a4c87ab195f36fa8821117eafc7fb2991b834; exactTagIdentitySha256=49cfbed6339d866076ea8f9071f41f983befc836911727b02865bcb80452beb5; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00083,72,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,770141c5a2ae1eb12257dedb03b091483de6247c4f028a53206fe769c9bb09f3,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=83; payloadBytes=75; rawTagPayloadSha256=770141c5a2ae1eb12257dedb03b091483de6247c4f028a53206fe769c9bb09f3; exactTagIdentitySha256=d51ddf07350e4d2061aff673bc58d914b01d6ac075e56862b7bfff992c002efb; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00084,73,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,83ba0b772df3e4d7a56e4c05ac7bc4a6e663c189312168f7e75bdf29ed77b057,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=84; payloadBytes=80; rawTagPayloadSha256=83ba0b772df3e4d7a56e4c05ac7bc4a6e663c189312168f7e75bdf29ed77b057; exactTagIdentitySha256=9ab39d0d986bfb4bc0a9e074132000df6cffa0406a4f26828df842d61212135c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00085,74,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,42f04afb1c649cf79ebd1843e496c61961aa8a90dbca8e627a1ee32ffa48f491,DefineShape2,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=85; payloadBytes=81; rawTagPayloadSha256=42f04afb1c649cf79ebd1843e496c61961aa8a90dbca8e627a1ee32ffa48f491; exactTagIdentitySha256=e12037150815769b9213c4af5e2e733545d1aa7d5d4100ffd02563ae087f076d; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00086,75,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,0dd4e81937a9d8972b008af688423296154890d21b296ad61eb38d9585b32032,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=86; payloadBytes=55; rawTagPayloadSha256=0dd4e81937a9d8972b008af688423296154890d21b296ad61eb38d9585b32032; exactTagIdentitySha256=545f12879392375f25c29b0fd89708a77a0d339b17405c6bdf15a5b3ad175b21; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00087,76,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,6944b5f6ffbdb83c03125ef95d3722740360e01c17a8f858de1236c4289f8da3,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=87; payloadBytes=103; rawTagPayloadSha256=6944b5f6ffbdb83c03125ef95d3722740360e01c17a8f858de1236c4289f8da3; exactTagIdentitySha256=6d532857520169538ba08dfc8f263ccfd07ac4eecf1d524a9d7daaf6d69e3e2d; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00088,77,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,b6098b8c3a18330af5e77f3fb1f57549feaa1edb79ac3f4befe80dd7e51463a6,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=88; payloadBytes=25; rawTagPayloadSha256=b6098b8c3a18330af5e77f3fb1f57549feaa1edb79ac3f4befe80dd7e51463a6; exactTagIdentitySha256=84ecf3a06340e67d1d0cf0bdf41715d2486ea9793983d0629fd3fe882e30fe1a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00089,78,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,14cfa03ea864a493012b6392f1c37bff875deaa2a32a8ebbb49d859917d2e3d3,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=89; payloadBytes=25; rawTagPayloadSha256=14cfa03ea864a493012b6392f1c37bff875deaa2a32a8ebbb49d859917d2e3d3; exactTagIdentitySha256=f7bd105af1a868a4e98d0f16c3a40a1936b5780e032b6fb8b24c833100221975; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00090,79,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,752c08479510203bad3342df1792d8ba8f90a793e0b935e98afd2545129ac815,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=90; payloadBytes=36; rawTagPayloadSha256=752c08479510203bad3342df1792d8ba8f90a793e0b935e98afd2545129ac815; exactTagIdentitySha256=fa258ce58db1062b0d9ec944f8d90a419e1fd71cbe61bf7dd881a469466ca5b3; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00091,80,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,e898c0f2469aaa64fb4ed91f5135bfbc0b6d47b22ca5586a1e60cb677758e99e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=91; payloadBytes=25; rawTagPayloadSha256=e898c0f2469aaa64fb4ed91f5135bfbc0b6d47b22ca5586a1e60cb677758e99e; exactTagIdentitySha256=d861c7e140fbad1a6a3849a50d45494aed7e81f75848329b8ed56c2c30213dc2; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00092,81,,morph,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,0b5dccf85617c5e1efe47efc230235e74abacc9eede720e8df1e91888128e4e4,DefineMorphShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=92; payloadBytes=55; rawTagPayloadSha256=0b5dccf85617c5e1efe47efc230235e74abacc9eede720e8df1e91888128e4e4; exactTagIdentitySha256=c422a7ca8dc22d71a05f0ddf6e293e51bd1740629f3d095ce5238a647efab6f4; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00093,82,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,d2b6ed3eec8bb9b19bf997f82b99b8137b31cf1237f927611d5e60ef5810ea1c,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=93; payloadBytes=53; rawTagPayloadSha256=d2b6ed3eec8bb9b19bf997f82b99b8137b31cf1237f927611d5e60ef5810ea1c; exactTagIdentitySha256=031cc34ab443c658f47cb62746680bc186113ce776595b3bca8378b52cfe68af; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00094,83,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,f8167018accaa69210f05decc61a7a243abf4ef598bee58b194ed21279c17538,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=94; payloadBytes=33; rawTagPayloadSha256=f8167018accaa69210f05decc61a7a243abf4ef598bee58b194ed21279c17538; exactTagIdentitySha256=bbde25b0fa81c0baf77ad8f94327f418d62f420a47f84e8543ff9eff5089bd75; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00095,84,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,8ad98593b24b41304ea87ce647197411900df00c9779c5cd778d7148fe119871,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=95; payloadBytes=38; rawTagPayloadSha256=8ad98593b24b41304ea87ce647197411900df00c9779c5cd778d7148fe119871; exactTagIdentitySha256=b88c986c24392d49e0c1b4fda5874169730962b654382309b5dc9266fdbc39b8; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00096,85,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,404d6555687ddb8da59757aa462752a4bb042e1d5255fc51418768f1eea1f354,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=96; payloadBytes=27; rawTagPayloadSha256=404d6555687ddb8da59757aa462752a4bb042e1d5255fc51418768f1eea1f354; exactTagIdentitySha256=f5b6dd02f7f2db2a27f436dd7811d8bbcecdb9600b57f43df9b0d1190f34c590; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00097,86,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,e357ce467ad8b9887c7d33674236d675712aa3b3818ad1703b6e696027d733d5,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=97; payloadBytes=38; rawTagPayloadSha256=e357ce467ad8b9887c7d33674236d675712aa3b3818ad1703b6e696027d733d5; exactTagIdentitySha256=8bbd99b553307967dd2574d3e7929e94fdff1e7dd97a2ec4e0f262116d386f9a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00098,87,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,b287d17774d359ff613ed8794a8f1645f87a48986ecc089e39d3bae08a850322,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=98; payloadBytes=159; rawTagPayloadSha256=b287d17774d359ff613ed8794a8f1645f87a48986ecc089e39d3bae08a850322; exactTagIdentitySha256=ed4a35dbfc3b352f9e9620419b54ead88ddb9dfc26a1f25df11f26ca854ca0cc; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00099,88,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,25fb84da84809cb5f1fd495b0397a4e50aac6a6363d1ea800b921989c3abc000,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=99; payloadBytes=25; rawTagPayloadSha256=25fb84da84809cb5f1fd495b0397a4e50aac6a6363d1ea800b921989c3abc000; exactTagIdentitySha256=b0759ebaef62e56b0162fdf779bf86c8e1bc67aabaf5deaea3b8d3fd0fea0125; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00100,89,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,3e3c5029aea5e114bdefc999312d8a1732eac3aa61ecd578544eeffd6a8cdb41,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=100; payloadBytes=25; rawTagPayloadSha256=3e3c5029aea5e114bdefc999312d8a1732eac3aa61ecd578544eeffd6a8cdb41; exactTagIdentitySha256=16ac634cb7b3388ab619aeee159227f8e6885a7e9639855831e5c1a26b653621; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00101,90,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,5b091cec4638fea37592eff842e6a1909730c29540e484fdcbec6f752af5e194,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=101; payloadBytes=26; rawTagPayloadSha256=5b091cec4638fea37592eff842e6a1909730c29540e484fdcbec6f752af5e194; exactTagIdentitySha256=d1c77f8193ddfaadbee0db8b31ee9d193b28877157aa0eab14b6168d702cf7c3; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00102,91,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,fc35103e1253f2f7baf8c77e3964fb0d05cbff642a69373acd0ef94780e0c34e,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=102; payloadBytes=25; rawTagPayloadSha256=fc35103e1253f2f7baf8c77e3964fb0d05cbff642a69373acd0ef94780e0c34e; exactTagIdentitySha256=296d920c6ad74ebf1a3de46866b5f8d6bd025fc575dc4074308922c86511c5f3; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00103,92,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,d6fa3792b7b35b93d1a030ea87dfa2bb3df2eac6a8ff11a7bb597c96f94ce99c,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=103; payloadBytes=108; rawTagPayloadSha256=d6fa3792b7b35b93d1a030ea87dfa2bb3df2eac6a8ff11a7bb597c96f94ce99c; exactTagIdentitySha256=74a4de1f06509fab109e726f50d4712f7d1f40e8fb452661281c37402be829f0; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00104,93,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,3c865f3d33c08c1a5fadb19e9c7ea745a597acf503ef0973a895760eee0b4453,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=104; payloadBytes=25; rawTagPayloadSha256=3c865f3d33c08c1a5fadb19e9c7ea745a597acf503ef0973a895760eee0b4453; exactTagIdentitySha256=ec7de9358a93f39b97dbd2327aaa4b31bb6fcf394b4cd9712f3d71a1f1a2b0b6; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00105,94,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,5e681a4092dae6d7b3b2f26858be1561b912e00520df8bf64d8d3ac805a08a87,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=105; payloadBytes=172; rawTagPayloadSha256=5e681a4092dae6d7b3b2f26858be1561b912e00520df8bf64d8d3ac805a08a87; exactTagIdentitySha256=be54d0f9b3b35dbf2b013500a3e297dd7d12a67a7b564c3e3bd431e3e4ccfc0c; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00106,95,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,7912a2ab2f9911e676d0cb0eca1f4403e05423fc029a56e83ef944e71ff0873f,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=106; payloadBytes=25; rawTagPayloadSha256=7912a2ab2f9911e676d0cb0eca1f4403e05423fc029a56e83ef944e71ff0873f; exactTagIdentitySha256=f744957857203fb9aaa270169915a339310a1093d1da0794231f8ca35ee1a577; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00107,96,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,e94f8d9db71a2fb6aee494dd651bbdc454c20c847bd96752b3c3e54ed986e37a,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=107; payloadBytes=25; rawTagPayloadSha256=e94f8d9db71a2fb6aee494dd651bbdc454c20c847bd96752b3c3e54ed986e37a; exactTagIdentitySha256=455797a984a2a024636fb070c05022a5607a9a80995ddff062d3b4038deb0c76; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00108,97,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,c247bf9ecb5ba303ff1731904795231a6e0813d3702d0ccf29e20fa1686a497b,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=108; payloadBytes=25; rawTagPayloadSha256=c247bf9ecb5ba303ff1731904795231a6e0813d3702d0ccf29e20fa1686a497b; exactTagIdentitySha256=f35f2be1640cd92f5b7f9a422e267460f2c09d4881f7bf58ff3f321d66d6d07a; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00109,98,,text,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,78ae30c6788e8fe39490e53e0114f1f9f1cd520d37dd5067ed548974f28db5fb,DefineText,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=109; payloadBytes=26; rawTagPayloadSha256=78ae30c6788e8fe39490e53e0114f1f9f1cd520d37dd5067ed548974f28db5fb; exactTagIdentitySha256=9be73515ff7f725b95aa5898e9839ee5e1c6a84ef7610dc00541ab20daddf28d; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
swf-definition-00110,99,,shape,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR5/L4/IN/L4IN15.swf,,,8a9640706def2555fda7f4ad483dcfa9799888c13c4efbfb13b10ae7036684a0,DefineShape,,,none; machine census only; no renderer export,machine-extracted-definition-candidate,owner-provided SWF,container=root; definitionDepth=0; tagOrdinal=110; payloadBytes=119; rawTagPayloadSha256=8a9640706def2555fda7f4ad483dcfa9799888c13c4efbfb13b10ae7036684a0; exactTagIdentitySha256=20fbd75bc420afb7ba5fb85ef27a647761b875b9cfca458167384e8453c58c05; runtime reachability unresolved; placement and bounds unresolved; renderer suitability unresolved
