cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/SA/L3TI06.mp3,c435c1947826678ff4058c58b89943f680408e229bfa5fdc0f0e669e635c4c31,,,,,mp3,,,,"Catalog association only; start frame, duration, and stream metadata require timeline/audio audit."
