id,source_path,bytes,sha256,spoken_language,status
source-narration-undetermined,HELP_COURSES/ELMGR4/L9/SA/L9VB09.mp3,121968,8d77b766d34dd3f932beb78a71bf5c74cc0f9d4e9c1dd69d47302cc2eacdbccf,undetermined,exact-bytes-not-listened
