id,source_path,bytes,sha256,spoken_language,status
source-narration-undetermined,HELP_COURSES/ELMGR4/L9/SA/L9IN09.mp3,360528,7e33b910db6e222fc2ab0d915394626ad71ee2f685c57f231a11655c0b58a1b7,undetermined,exact-bytes-not-listened
