cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,en,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_KEYTERMS/KT/ELEMENTARY/EAD/acute_angle.mp3,8b150d56158690d70c8f9891a72c13fdb62719b973bf970dcdeadaed612dc97f,,,host-user-activated,7871,mp3,1,44100,,ffprobe version 8.1.2 Copyright (c) 2007-2026 the FFmpeg developers; codec=mp3; stream_bitrate_bps=128000; container_bitrate_bps=128084; language=en from legacy host directory semantics (EAD is selected by the legacy host when its audio-language argument is English.); start_semantics=host-user-activated; no child-timeline start_frame is asserted; spoken content and synchronization require authoritative listening.
