object_id,tag_type,element_bytes,element_sha256,source_artifact,source_artifact_sha256,source_uncompressed_sha256,projection,runtime_reachability,renderer_adoption,acceptance_effect
68,DefineText,847,e61840d3a12b18dc99876386b03487297a8ffd16a19b6d64473e10039f6f497d,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
69,DefineText,847,9ba017981681de19b2430811dbae2c83780197a9d230fd54078578728f70835a,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
70,DefineText,847,08b6002dfef3b90bc8e9d0d1df3d638d5bdd07ae6c915560e9db7b5d45e3d23a,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
71,DefineText,848,8c095adc614087133b2f2730214234bebedbb5870a08219396cc90b1ae125416,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
72,DefineText,847,941a5fd7ab90940a97f13e883869c0b75198d176d746bf5e2f682c7573b41aee,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
73,DefineText,847,b3ce98f14ef9a5c791707ba30bb9196ead74b932efde8d12e95914dd0b6572ae,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
74,DefineText,903,07fbcecb70c1408180e1125e721c5ee1658b77f84da5477b0e44126973adbd5e,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
75,DefineText,903,0dc56318ff26ad4b6f0f7305106265ffe736994c45072c589d9f80f05d355e43,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
76,DefineText,903,56642931b52dc53d508f6939d6dda7a37cb56fd23d3f18b1c56e2c40671df9a3,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
77,DefineText,903,8858c48e3b42612c5be9684d236f5971a0b8b8b40575bb7341c9529cfeef1bd2,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
78,DefineText,903,7567a0fafe4bb882f749cfd221afbfe7365e52d749e477f1af26a2807f281131,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
79,DefineText,903,f12f0ff54911f1587073c163f86c28766f5fb8b28f491117304ce03d4f71d6d1,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
80,DefineText,903,b620eb1ca66c8c8ecb8aa0e702cd0a7d2d31a730107a527911bbb078c91ef8d6,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
81,DefineText,903,a2de0e8d5dcdbe6aea333716dd026302fe0caec7e8b642aa4c117bfa17b8914e,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
82,DefineText,903,26129f8b5dd410358cbca0ebae314ea752c53856c6a8fd86ac26f089a5ad91d2,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
83,DefineText,903,46e7223782c0a4ef1415efad72da185625bff4c00a398934f00efe29f76f6bd9,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
84,DefineText,902,c171340356565de22d445de99a4b869417f909c81bcfac0163b03ea988c5cdb5,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
85,DefineText,902,447270ac34fcf98a4cec62ec32a40763bf2af78f9bea2a00b04c3d4afedbb683,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
86,DefineText,902,48cf1721922b0ab5c25ae921b631f0b596e14fa6750955305ccb106aea079905,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
87,DefineText,902,80a28c22123f54b53291315c5c3316554873b370b9a5d63fa3458904c69e9b5a,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
88,DefineText,902,e8449985ce2b25db0b0239b4df1ddbc8871f9c05bafdd49ba21c0119ecf3be8e,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
89,DefineText,902,2b0d06c33c43678582f96795ea373fe7db9f44ef283bd5d5358651979238c013,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
90,DefineText,902,e4bed795c3120d10e5e23c5c85af69267b7a39fb42fcff723bd4f70817605315,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
91,DefineShape3,27979,fc656319a5e81173703341636b1ddd1eb26da297823c25cce6fb89b9044a90ee,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
92,DefineFont2,945,0767fb57450eb8c5c1b28f57199629be775d0e95d7bfae7208139293fc3b6221,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
93,DefineText,1144,5f0e75d67d35123b84b1faf4d772bc597461d28ca250472ec0646173aeac8496,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
94,DefineText,850,db897000d84dc7eff995b1610b0df3dc70a6504d1f53a79b10713c27fa18dacd,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
95,DefineText,849,9e68cbeeb79d8707e09289e55e879a95f2c56a8045063f1bbd8abb0be255bd58,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
96,DefineText,849,b426a1a07ceac6a5e23d8613bc8164436437119b9d6ce52d1a81ed07bbd1cccb,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
97,DefineText,849,d8e18a15e87943ef2443fd92e346914e653a9791f61374ad6d131f46fa40e34c,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
98,DefineText,849,78eb646ef5293dfbe927447a329dfacc01c68aa8c3fe76a512f4ffd311f03ddd,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
99,DefineText,849,86b5a47b7bf79bb2e14c67adf2b2a0bd26af42d89e6d41ebc416e354ae14be6b,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
100,DefineText,851,9581d0f5e5c96dded78173d385a0d0a1d75debb819176b9a42e07c5544b5c2f8,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
101,DefineText,850,6514d49a04f4f2c7e88a9da8e1488bf96c9a3479c25a204c1e53de4f87f3a9e4,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
102,DefineText,850,f362664164a90c1f7e175452eedac86a7120a3516a8a2a0cf56a9aed4b128922,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
103,DefineText,906,4f59153d27e6c00a589a2db5d68f8268ff6296e034b552cc0efa073cdaa0875f,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
104,DefineText,906,9dbe617c18e4fd0137c530c24df334ae2791d39b97e2b6883099e60636b8caec,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
105,DefineText,906,d369491ab6f0db636c1abb6189f76c2f31eb8996c43399efa77d6a19ca47cb0a,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
106,DefineText,906,07733da96f068d08f94f8d80896ba4a1a21a980f102de074aa88cb8e2ce4c683,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
107,DefineText,906,873ea3815a833682f62c0c76868ec493c3f59b4a5c29be64a004d126b3aef751,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
108,DefineText,906,d873a2053330cb2b1c6c093ffb17b37614d118a67136f7414dc098c878540a84,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
109,DefineText,906,1ce9d7d8a73e442717c8d90d1bcea1049e4dcd9483e83413e65acaa896f1fe8f,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
110,DefineText,906,947c6feb5c9814c3ae55d9bbe533a76911b1a1ea00a5871e64214a3cb3b0517d,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
111,DefineText,906,b578f931fc371229f3f3616cf53e7f7c3ae8c89d50cf27fe90bb61402fedf786,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
112,DefineText,906,62d6df650c2675d6c52706ec0fc43c80b01c2d1bb3c775d737f922c9c045cf7a,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
113,DefineText,905,59695c3dcbbe52868838cf447fe1dc8e2323c86ed98c6738a3b34cd48a8da027,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
114,DefineText,905,db207a3424d96d3c12d03eb8842d301753750f69cc28ab2f15a265addb20e937,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
115,DefineText,905,d57b9f5f42448ec3f3d3a2cb8978cec73e09dff9b77bbd9258dcee0db84cae43,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
116,DefineText,905,a8367cacc30f3c7f11ae53564d3b2cfc58e355cf83258cf08ffad1fa866b83e1,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
117,DefineText,905,749fdf770f3280a87039388fd0d96051912a3e2762d5c577a2335562a9f78665,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
118,DefineText,905,6ba5109f35c9ea134f303f07be9eddabdf3c7ff099b413cbefc2ac7f5f1f0dba,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
119,DefineText,905,b5a6c416e1ff5046f003e114607604853ba3a7b92ebab0a0923b90170f6eb192,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
120,DefineSprite,515339,945cd4972510205e8ffa16ca3b9865f42a4da118958785dbf3dc71b9df70a993,migrations/course-g04-l10-vb-003/audit/machine/swfmill.xml.gz,948ad43c618fedf99c23e4bc082ec0fb1d4faf5fef1274867477729854846fa3,987c44b6fcd9c4f02cea593f3dd8d77e542ef66a41cc1b32f7ae66162162609c,exact-decompressed-swfmill-xml-element-v1,unresolved,none,none
