id,source_path,bytes,sha256,spoken_language,status
source-narration-undetermined,HELP_COURSES/ELMGR4/L9/SA/L9TS08.mp3,199920,c1985ad140d1ac3fe8a7020e00df2d3e7fa47536e0d6094fa294ccd30a427619,undetermined,exact-bytes-not-listened
