id,source_path,bytes,sha256,spoken_language,status
source-narration-undetermined,HELP_COURSES/ELMGR4/L9/SA/L9RW02.mp3,669312,1359589417f1212cf77089dd22100e7189324e98b9596460d954a842095f875d,undetermined,exact-bytes-not-listened
