cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
embedded-audio-001,und,artifacts/g4-l3-embedded-audio/sha256/9b/9b5b7659bda9ce6d22df5e3b927e9e56a87ef9a5405b55a46a8af2fff94e87ff.mp3,9b5b7659bda9ce6d22df5e3b927e9e56a87ef9a5405b55a46a8af2fff94e87ff,1,sprite-9,static SoundStreamHead frame in owner domain; runtime reachability unresolved,11180,mp3,2,22050,,"unitReferenceId=course-g04-l03-ir-001-341242cc/sound-stream-1/source-order-1; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/IR/L3RW01.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
embedded-audio-002,und,artifacts/g4-l3-embedded-audio/sha256/d9/d90d924f11f549a10218a6689b21b5d73aa19208ffab07c5f5725110e7b5d420.mp3,d90d924f11f549a10218a6689b21b5d73aa19208ffab07c5f5725110e7b5d420,1,sprite-10,static SoundStreamHead frame in owner domain; runtime reachability unresolved,11180,mp3,2,22050,,"unitReferenceId=course-g04-l03-ir-001-341242cc/sound-stream-2/source-order-2; source SWF=source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/IR/L3RW01.swf; sourceFormat=mp3; probeStatus=ffprobe-parsed-ffmpeg-decode-check-passed; payload is an exact machine archive; language, cue, synchronization, listening quality, and acceptance are not established."
