animationId,assetId,canonicalAnimationId,isCanonical,sourcePath,sourceSha256,collection,grade,lesson,lessonTitleRaw,lessonTitleDisplay,section,pageNumber,titleEnglish,titleSpanish,domain,classificationStatus,referenced,unreferenced,variant,variantKind,shell,pairedFlaPath,swfSignature,swfVersion,stageWidth,stageHeight,fps,frameCount,durationMs,audioExactCount,audioGroupIds,migrationStatus
"course-g03-l01-fq-001","swf-b59922b3afee1db215038441d1bcdd255ac7c1a7dd75f4f36eb828c1b21771bb","course-g03-l01-fq-001","true","HELP_COURSES/ELMGR3/L1/FQ/L1FQ01.swf","b59922b3afee1db215038441d1bcdd255ac7c1a7dd75f4f36eb828c1b21771bb","course","3","1","Place Value","Place Value","FQ","1","Introduction","","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/FQ/L1FQ01.fla","CWS","6","800","600","12","10","833.333333","0","[""course-g03-l01-fq-audio""]","discovered"
"course-g03-l01-fq-002","swf-8b2642a760cbe301f629fe5f66b88f551cb06944a3d4d2cd9c5125cc42e009f0","course-g03-l01-fq-002","true","HELP_COURSES/ELMGR3/L1/FQ/L1FQ02.swf","8b2642a760cbe301f629fe5f66b88f551cb06944a3d4d2cd9c5125cc42e009f0","course","3","1","Place Value","Place Value","FQ","2","Page 1","","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/FQ/L1FQ02.fla","CWS","7","800","600","12","10","833.333333","0","[""course-g03-l01-fq-audio""]","discovered"
"course-g03-l01-fq-003","swf-0c05c6d63f3ab70c59757000b63fba1dada801210bef7f6486c0fbe0521148fe","course-g03-l01-fq-003","true","HELP_COURSES/ELMGR3/L1/FQ/L1FQ03.swf","0c05c6d63f3ab70c59757000b63fba1dada801210bef7f6486c0fbe0521148fe","course","3","1","Place Value","Place Value","FQ","3","Page 2","","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/FQ/L1FQ03.fla","CWS","7","800","600","12","10","833.333333","0","[""course-g03-l01-fq-audio""]","discovered"
"course-g03-l01-fq-003-missing-audiobtn-march21-2015","swf-52771ab86eb87a7ec311ad1ccd5b9347025ae0f8328a982ad070af3c5dadc19a","course-g03-l01-fq-003-missing-audiobtn-march21-2015","true","HELP_COURSES/ELMGR3/L1/FQ/Missing_AudioBtn_March21_2015/L1FQ03.swf","52771ab86eb87a7ec311ad1ccd5b9347025ae0f8328a982ad070af3c5dadc19a","course","3","1","Place Value","Place Value","FQ","3","L1FQ03","","assessment","inferred","false","true","true","missing-audio-button-revision","false","","CWS","7","800","600","12","10","833.333333","0","[""course-g03-l01-fq-audio""]","discovered"
"course-g03-l01-gs-001","swf-88cba7a47de5343cc47028484a3cbd5cbdd6785ba2a3bd7d914646d6a658e940","course-g03-l01-gs-001","true","HELP_COURSES/ELMGR3/L1/GS/L1GS01.swf","88cba7a47de5343cc47028484a3cbd5cbdd6785ba2a3bd7d914646d6a658e940","course","3","1","Place Value","Place Value","GS","1","L1GS01","","number-sense-place-value","inferred","false","true","true","unreferenced-legacy","false","HELP_COURSES/ELMGR3/L1/GS/L1GS01.fla","CWS","6","800","600","12","10","833.333333","0","[]","discovered"
"course-g03-l01-gs-002","swf-0365097ba05bae67b5a8a01689d9b0cb7c71f542f689ac59b26ff203657dc908","course-g03-l01-gs-002","true","HELP_COURSES/ELMGR3/L1/GS/L1GS02.swf","0365097ba05bae67b5a8a01689d9b0cb7c71f542f689ac59b26ff203657dc908","course","3","1","Place Value","Place Value","GS","2","Game 1","","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-in-026","swf-4f17e29a9e9337f54052173f8900ed4e99c7b72e9a0a8f0ed25ea374ef98ed98","course-g03-l01-in-026","true","HELP_COURSES/ELMGR3/L1/IN/L1IN26.swf","4f17e29a9e9337f54052173f8900ed4e99c7b72e9a0a8f0ed25ea374ef98ed98","course","3","1","Place Value","Place Value","IN","26","Round Whole Numbers to the Nearest Thousands Using Rules","Redondeo de números a la millar más cercana usando reglas","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-in-027","swf-6fe305392709baecfec1cb481af1afa9affb6f520c67b7291482546bae0b9cb8","course-g03-l01-in-027","true","HELP_COURSES/ELMGR3/L1/IN/L1IN27.swf","6fe305392709baecfec1cb481af1afa9affb6f520c67b7291482546bae0b9cb8","course","3","1","Place Value","Place Value","IN","27","Round Whole Numbers to the Nearest Thousands Using Rules","Redondeo de números a la millar más cercana usando reglas","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-in-038","swf-070c1040f28dd34279fcc3599ad3cbe9bcc379dd84a8cbca1549a9591241b5a2","course-g03-l01-in-038","true","HELP_COURSES/ELMGR3/L1/IN/L1IN38.swf","070c1040f28dd34279fcc3599ad3cbe9bcc379dd84a8cbca1549a9591241b5a2","course","3","1","Place Value","Place Value","IN","38","Order Whole Numbers Problem Solving","Solución de problemas","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ir-001-d7206542","swf-4bd03bd92756ebdaa712cafa16a6ed8fdc8c12d4d5db0e878edd0f16195f1467","course-g03-l01-ir-001-d7206542","true","HELP_COURSES/ELMGR3/L1/IR/L1IR01.swf","4bd03bd92756ebdaa712cafa16a6ed8fdc8c12d4d5db0e878edd0f16195f1467","course","3","1","Place Value","Place Value","IR","1","L1IR01","","number-sense-place-value","inferred","false","true","true","unreferenced-legacy","false","HELP_COURSES/ELMGR3/L1/IR/L1IR01.fla","CWS","6","800","600","12","10","833.333333","0","[]","discovered"
"course-g03-l01-ir-001-f1ec7620","swf-16cc9476a575b7b8a890e423b96e055a62def3c1c72e942e2a582e83ef5cf78c","course-g03-l01-ir-001-f1ec7620","true","HELP_COURSES/ELMGR3/L1/IR/L1RW01.swf","16cc9476a575b7b8a890e423b96e055a62def3c1c72e942e2a582e83ef5cf78c","course","3","1","Place Value","Place Value","IR","1","Introduction","","number-sense-place-value","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/IR/L1RW01.fla","CWS","6","800","600","12","10","833.333333","0","[]","discovered"
"course-g03-l01-re-001","swf-576fb801c2a609f81a69e7fe783b84f56a0fd896b863aa94adb0ef636a97c9ba","course-g03-l01-re-001","true","HELP_COURSES/ELMGR3/L1/RE/L1RE01.swf","576fb801c2a609f81a69e7fe783b84f56a0fd896b863aa94adb0ef636a97c9ba","course","3","1","Place Value","Place Value","RE","1","L1RE01","","number-sense-place-value","inferred","false","true","true","auxiliary-review","false","HELP_COURSES/ELMGR3/L1/RE/L1RE01.fla","CWS","6","800","600","12","55","4583.333333","0","[]","discovered"
"course-g03-l01-rw-001","swf-16cc9476a575b7b8a890e423b96e055a62def3c1c72e942e2a582e83ef5cf78c","course-g03-l01-ir-001-f1ec7620","false","HELP_COURSES/ELMGR3/L1/RW/L1RW01.swf","16cc9476a575b7b8a890e423b96e055a62def3c1c72e942e2a582e83ef5cf78c","course","3","1","Place Value","Place Value","RW","1","L1RW01","","number-sense-place-value","inferred","false","true","true","unreferenced-legacy","false","HELP_COURSES/ELMGR3/L1/RW/L1RW01.fla","CWS","6","800","600","12","10","833.333333","0","[]","discovered"
"course-g03-l01-rw-002","swf-5870a1162aaa363da8bb5560c8f905425101ea395de877c4e0730b06eae3de79","course-g03-l01-rw-002","true","HELP_COURSES/ELMGR3/L1/RW/L1RW02.swf","5870a1162aaa363da8bb5560c8f905425101ea395de877c4e0730b06eae3de79","course","3","1","Place Value","Place Value","RW","2","Page 1","","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-rw-003","swf-7bce09ab30127dee0db5d8a4fa74216d381f8c1704ef4ff9530dce0582e2d2d1","course-g03-l01-rw-003","true","HELP_COURSES/ELMGR3/L1/RW/L1RW03.swf","7bce09ab30127dee0db5d8a4fa74216d381f8c1704ef4ff9530dce0582e2d2d1","course","3","1","Place Value","Place Value","RW","3","Page 2","","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-rw-004","swf-c4af0d6365dccd8d3a418de9778404abb5f0a3884489934b25bb2077c01101ac","course-g03-l01-rw-004","true","HELP_COURSES/ELMGR3/L1/RW/L1RW04.swf","c4af0d6365dccd8d3a418de9778404abb5f0a3884489934b25bb2077c01101ac","course","3","1","Place Value","Place Value","RW","4","Page 3","","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-rw-005","swf-fe3a5ba7ee1cb99976e2e1d2a6e74ad3ff6677b057089803206514584ad52020","course-g03-l01-rw-005","true","HELP_COURSES/ELMGR3/L1/RW/L1RW05.swf","fe3a5ba7ee1cb99976e2e1d2a6e74ad3ff6677b057089803206514584ad52020","course","3","1","Place Value","Place Value","RW","5","Page 4","","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ti-001","swf-9a1604a27dea2e52141701a20914982e6d8492fa44a4eb64fc9d6f5022a8c655","course-g03-l01-ti-001","true","HELP_COURSES/ELMGR3/L1/TI/L1TI01.swf","9a1604a27dea2e52141701a20914982e6d8492fa44a4eb64fc9d6f5022a8c655","course","3","1","Place Value","Place Value","TI","1","L1TI01","","number-sense-place-value","inferred","false","true","true","unreferenced-legacy","false","HELP_COURSES/ELMGR3/L1/TI/L1TI01.fla","CWS","6","800","600","12","10","833.333333","0","[]","discovered"
"course-g03-l01-ti-002","swf-6406ed2ae498854d499b49f17548e644995b547246af982188cd36e761d48df2","course-g03-l01-ti-002","true","HELP_COURSES/ELMGR3/L1/TI/L1TI02.swf","6406ed2ae498854d499b49f17548e644995b547246af982188cd36e761d48df2","course","3","1","Place Value","Place Value","TI","2","Question 1","","number-sense-place-value","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/TI/L1TI02.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ti-003","swf-a99eec1a173501f71cbf5e47b00a768e29524acf1a6d115182478900df9818be","course-g03-l01-ti-003","true","HELP_COURSES/ELMGR3/L1/TI/L1TI03.swf","a99eec1a173501f71cbf5e47b00a768e29524acf1a6d115182478900df9818be","course","3","1","Place Value","Place Value","TI","3","Question 2","","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ti-004","swf-1346115a564526571e7ad3c7d5c668adf90c4dd3b21b887ff01ef17cae8f5141","course-g03-l01-ti-004","true","HELP_COURSES/ELMGR3/L1/TI/L1TI04.swf","1346115a564526571e7ad3c7d5c668adf90c4dd3b21b887ff01ef17cae8f5141","course","3","1","Place Value","Place Value","TI","4","Question 3","","number-sense-place-value","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ti-005","swf-7e86ea5a0d3879dd25b4c44ba612006a610f25fb2ce2bf1e7b128a24e4ede51d","course-g03-l01-ti-005","true","HELP_COURSES/ELMGR3/L1/TI/L1TI05.swf","7e86ea5a0d3879dd25b4c44ba612006a610f25fb2ce2bf1e7b128a24e4ede51d","course","3","1","Place Value","Place Value","TI","5","Question 4","","number-sense-place-value","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/TI/L1TI05.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ti-006","swf-c70acf111952af6f3495d42f472a0c396fb7d20b3c97d0ea7f7610fc614c5bcd","course-g03-l01-ti-006","true","HELP_COURSES/ELMGR3/L1/TI/L1TI06.swf","c70acf111952af6f3495d42f472a0c396fb7d20b3c97d0ea7f7610fc614c5bcd","course","3","1","Place Value","Place Value","TI","6","Question 5","","number-sense-place-value","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/TI/L1TI06.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ts-001","swf-5969ad07b50cf76a601ece8bfc75eb2a0aa6ecb6447ec8d1f3f334a58dab5b15","course-g03-l01-ts-001","true","HELP_COURSES/ELMGR3/L1/TS/L1TS01.swf","5969ad07b50cf76a601ece8bfc75eb2a0aa6ecb6447ec8d1f3f334a58dab5b15","course","3","1","Place Value","Place Value","TS","1","L1TS01","","assessment","inferred","false","true","true","unreferenced-legacy","false","","CWS","6","800","600","12","10","833.333333","0","[]","discovered"
"course-g03-l01-ts-002","swf-4fc900ad1c82c552e9fc50197a108b5d0f2f03338bc36d987196c4e441e1d6d7","course-g03-l01-ts-002","true","HELP_COURSES/ELMGR3/L1/TS/L1TS02.swf","4fc900ad1c82c552e9fc50197a108b5d0f2f03338bc36d987196c4e441e1d6d7","course","3","1","Place Value","Place Value","TS","2","4 Step Plan","Plan de 4 Pasos","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/TS/L1TS02.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ts-003","swf-33f2124e40319ce0b4dd1668213445b40094b66c934bed8c1dda44242e9c3f29","course-g03-l01-ts-003","true","HELP_COURSES/ELMGR3/L1/TS/L1TS03.swf","33f2124e40319ce0b4dd1668213445b40094b66c934bed8c1dda44242e9c3f29","course","3","1","Place Value","Place Value","TS","3","4 Step Plan","Plan de 4 Pasos","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/TS/L1TS03.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ts-004","swf-4765519a9386044bcea2ee96237f9a35544f8611c7a98b83df86210a98efe68d","course-g03-l01-ts-004","true","HELP_COURSES/ELMGR3/L1/TS/L1TS04.swf","4765519a9386044bcea2ee96237f9a35544f8611c7a98b83df86210a98efe68d","course","3","1","Place Value","Place Value","TS","4","4 Step Plan","Plan de 4 Pasos","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/TS/L1TS04.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ts-005","swf-baed5ad634e17e2aaf7be84d720beb04a6562419847dc84927b375756fa2701c","course-g03-l01-ts-005","true","HELP_COURSES/ELMGR3/L1/TS/L1TS05.swf","baed5ad634e17e2aaf7be84d720beb04a6562419847dc84927b375756fa2701c","course","3","1","Place Value","Place Value","TS","5","4 Step Plan","Plan de 4 Pasos","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/TS/L1TS05.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ts-006","swf-751ca8a8643be66100d5a30f8feeffc429b49ef4b1e3ed853b4b0786105c59d2","course-g03-l01-ts-006","true","HELP_COURSES/ELMGR3/L1/TS/L1TS06.swf","751ca8a8643be66100d5a30f8feeffc429b49ef4b1e3ed853b4b0786105c59d2","course","3","1","Place Value","Place Value","TS","6","4 Step Plan","Plan de 4 Pasos","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/TS/L1TS06.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ts-007","swf-e5bfc449813892cda77a395858568bc939a53e84296140d2c9059496200b5df1","course-g03-l01-ts-007","true","HELP_COURSES/ELMGR3/L1/TS/L1TS07.swf","e5bfc449813892cda77a395858568bc939a53e84296140d2c9059496200b5df1","course","3","1","Place Value","Place Value","TS","7","Question 1","Pregunta 1","assessment","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-ts-008","swf-9749ae5f4d533379aa58531e541ffd5da1624bc8fcea38660d54d0f5d3ddc29b","course-g03-l01-ts-008","true","HELP_COURSES/ELMGR3/L1/TS/L1TS08.swf","9749ae5f4d533379aa58531e541ffd5da1624bc8fcea38660d54d0f5d3ddc29b","course","3","1","Place Value","Place Value","TS","8","Question 2","Pregunta 2","assessment","confirmed","true","false","false","","false","","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-001","swf-630aa13e10b1ff1ea2b34d4ad5ed6d111ef10924855a39c44f28ce2423cd1854","course-g03-l01-vb-001","true","HELP_COURSES/ELMGR3/L1/VB/L1VB01.swf","630aa13e10b1ff1ea2b34d4ad5ed6d111ef10924855a39c44f28ce2423cd1854","course","3","1","Place Value","Place Value","VB","1","L1VB01","","vocabulary","inferred","false","true","true","unreferenced-legacy","false","HELP_COURSES/ELMGR3/L1/VB/L1VB01.fla","CWS","6","800","600","12","10","833.333333","0","[]","discovered"
"course-g03-l01-vb-002","swf-ea72eaad176fd553e180a720e4d2de64bb267a9fbb759399179384c52f17ed60","course-g03-l01-vb-002","true","HELP_COURSES/ELMGR3/L1/VB/L1VB02.swf","ea72eaad176fd553e180a720e4d2de64bb267a9fbb759399179384c52f17ed60","course","3","1","Place Value","Place Value","VB","2","Place-value chart, place value models","Tabla de valor posicional, modelos de valor posicional","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB02.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-003","swf-b6f23dfd9c3cd90143d31c7271c3500da7c61e18c71b09580933ceb4e52779f8","course-g03-l01-vb-003","true","HELP_COURSES/ELMGR3/L1/VB/L1VB03.swf","b6f23dfd9c3cd90143d31c7271c3500da7c61e18c71b09580933ceb4e52779f8","course","3","1","Place Value","Place Value","VB","3","Place-value chart, place value models","Tabla de valor posicional, modelos de valor posicional","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB03.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-004","swf-8c9860663714843b4d858a50528ad82d6783d8446c38d6f1cc77ec03a07ec72e","course-g03-l01-vb-004","true","HELP_COURSES/ELMGR3/L1/VB/L1VB04.swf","8c9860663714843b4d858a50528ad82d6783d8446c38d6f1cc77ec03a07ec72e","course","3","1","Place Value","Place Value","VB","4","Place-value chart, place value models","Tabla de valor posicional, modelos de valor posicional","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB04.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-005","swf-e88c7bbda1ab2ad337174b341d58556fc27ef667493b13c676310f9f9c01de3a","course-g03-l01-vb-005","true","HELP_COURSES/ELMGR3/L1/VB/L1VB05.swf","e88c7bbda1ab2ad337174b341d58556fc27ef667493b13c676310f9f9c01de3a","course","3","1","Place Value","Place Value","VB","5","Place-value chart, place value models","Tabla de valor posicional, modelos de valor posicional","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB05.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-006","swf-3cc0df1f0e9f97f19fd89bda6f5d732331ab318b0fafa4bef78ee78b1ba67cb7","course-g03-l01-vb-006","true","HELP_COURSES/ELMGR3/L1/VB/L1VB06.swf","3cc0df1f0e9f97f19fd89bda6f5d732331ab318b0fafa4bef78ee78b1ba67cb7","course","3","1","Place Value","Place Value","VB","6","Place-value chart, place value models","Tabla de valor posicional, modelos de valor posicional","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB06.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-007","swf-f9c5fa01b88e546721678a5f936b427b140d8a3699b7aa757ea7912eef6d4352","course-g03-l01-vb-007","true","HELP_COURSES/ELMGR3/L1/VB/L1VB07.swf","f9c5fa01b88e546721678a5f936b427b140d8a3699b7aa757ea7912eef6d4352","course","3","1","Place Value","Place Value","VB","7","Place-value chart, place value models","Tabla de valor posicional, modelos de valor posicional","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB07.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-008","swf-75be6ed8372c7ccdd7833d4c17fe485760a8f6e506223c0fa9ba6cdcbc093e74","course-g03-l01-vb-008","true","HELP_COURSES/ELMGR3/L1/VB/L1VB08.swf","75be6ed8372c7ccdd7833d4c17fe485760a8f6e506223c0fa9ba6cdcbc093e74","course","3","1","Place Value","Place Value","VB","8","Ones Group, Thousands Group","Grupo de las unidades, grupo de los miles","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB08.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-009","swf-8de861dba5ac8148e7373c6333da6105407cbd6f63208d0d16123d10f2b63014","course-g03-l01-vb-009","true","HELP_COURSES/ELMGR3/L1/VB/L1VB09.swf","8de861dba5ac8148e7373c6333da6105407cbd6f63208d0d16123d10f2b63014","course","3","1","Place Value","Place Value","VB","9","Word Form","Forma escrita","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB09.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-010","swf-90feef8c26b0a6a18c5e1256b8d313f91b2c1c25f1a69e1dbc01ff0f5c5083b0","course-g03-l01-vb-010","true","HELP_COURSES/ELMGR3/L1/VB/L1VB10.swf","90feef8c26b0a6a18c5e1256b8d313f91b2c1c25f1a69e1dbc01ff0f5c5083b0","course","3","1","Place Value","Place Value","VB","10","Word Form","Forma escrita","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB10.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-011","swf-6de37001eaf9fbdd23fa9f103a17ad3578964e5ce5a51fb5f0c564b49df1be61","course-g03-l01-vb-011","true","HELP_COURSES/ELMGR3/L1/VB/L1VB11.swf","6de37001eaf9fbdd23fa9f103a17ad3578964e5ce5a51fb5f0c564b49df1be61","course","3","1","Place Value","Place Value","VB","11","Word Form","Forma escrita","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB11.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-012","swf-1409cb3a80cd9d68ef50ddadf4a2bd5f753777d919f511613c80ba1167432282","course-g03-l01-vb-012","true","HELP_COURSES/ELMGR3/L1/VB/L1VB12.swf","1409cb3a80cd9d68ef50ddadf4a2bd5f753777d919f511613c80ba1167432282","course","3","1","Place Value","Place Value","VB","12","Standard Form and Expanded Form","Forma estándar y forma expandida","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB12.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-013","swf-7db12534ba664127904662d3f0f65547d36c8d27bfd7c78f720f08b00bb7fa04","course-g03-l01-vb-013","true","HELP_COURSES/ELMGR3/L1/VB/L1VB13.swf","7db12534ba664127904662d3f0f65547d36c8d27bfd7c78f720f08b00bb7fa04","course","3","1","Place Value","Place Value","VB","13","Standard Form and Expanded Form","Forma estándar y forma expandida","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB13.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-014","swf-3136f27e39522d01398fca448f53ec9c7efddb29e4ef61593de0125611da481f","course-g03-l01-vb-014","true","HELP_COURSES/ELMGR3/L1/VB/L1VB14.swf","3136f27e39522d01398fca448f53ec9c7efddb29e4ef61593de0125611da481f","course","3","1","Place Value","Place Value","VB","14","Standard Form and Expanded Form","Forma estándar y forma expandida","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB14.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-015","swf-d4b777f4d83d9230e1a3a8a58f05b5a29953e37167b65e991c7cb5a06ccfbaf6","course-g03-l01-vb-015","true","HELP_COURSES/ELMGR3/L1/VB/L1VB15.swf","d4b777f4d83d9230e1a3a8a58f05b5a29953e37167b65e991c7cb5a06ccfbaf6","course","3","1","Place Value","Place Value","VB","15","Rounding","Redondeo","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB15.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-016","swf-c04f2f42e57b7b73c85fd0a058e3fc4c92678b071c5f865a1b8d6130d9a8b1a8","course-g03-l01-vb-016","true","HELP_COURSES/ELMGR3/L1/VB/L1VB16.swf","c04f2f42e57b7b73c85fd0a058e3fc4c92678b071c5f865a1b8d6130d9a8b1a8","course","3","1","Place Value","Place Value","VB","16","Rounding","Redondeo","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB16.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l01-vb-017","swf-3bf19402863adc71417d80d98a7b53ba1124a635ee64eecba4eac2a4c046fa94","course-g03-l01-vb-017","true","HELP_COURSES/ELMGR3/L1/VB/L1VB17.swf","3bf19402863adc71417d80d98a7b53ba1124a635ee64eecba4eac2a4c046fa94","course","3","1","Place Value","Place Value","VB","17","Rounding","Redondeo","vocabulary","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L1/VB/L1VB17.fla","CWS","6","800","600","12","10","833.333333","1","[]","discovered"
"course-g03-l02-fq-001","swf-9a2b2792c6a6dcd6798d4b90f2ffcaa49d6647d8768c695a57e1f219b13f9f8e","course-g03-l02-fq-001","true","HELP_COURSES/ELMGR3/L2/FQ/L2FQ01.swf","9a2b2792c6a6dcd6798d4b90f2ffcaa49d6647d8768c695a57e1f219b13f9f8e","course","3","2","Addition and Subtraction","Addition and Subtraction","FQ","1","Introduction","","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L2/FQ/L2FQ01.fla","CWS","6","800","600","12","10","833.333333","0","[""course-g03-l02-fq-audio""]","discovered"
"course-g03-l02-fq-002","swf-53b19697daeb115dccfed60821c256abae3845a01cd080e9e2355cc75ae357f5","course-g03-l02-fq-002","true","HELP_COURSES/ELMGR3/L2/FQ/L2FQ02.swf","53b19697daeb115dccfed60821c256abae3845a01cd080e9e2355cc75ae357f5","course","3","2","Addition and Subtraction","Addition and Subtraction","FQ","2","Page 1","","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L2/FQ/L2FQ02.fla","CWS","7","800","600","12","10","833.333333","0","[""course-g03-l02-fq-audio""]","discovered"
"course-g03-l02-fq-003","swf-affe1b32ac1067c65dfabb88872abbb057b218d3b330a286618149200aaf6a4b","course-g03-l02-fq-003","true","HELP_COURSES/ELMGR3/L2/FQ/L2FQ03.swf","affe1b32ac1067c65dfabb88872abbb057b218d3b330a286618149200aaf6a4b","course","3","2","Addition and Subtraction","Addition and Subtraction","FQ","3","Page 2","","assessment","confirmed","true","false","false","","false","HELP_COURSES/ELMGR3/L2/FQ/L2FQ03.fla","CWS","7","800","600","12","10","833.333333","0","[""course-g03-l02-fq-audio""]","discovered"
"course-g03-l02-fq-003-missing-audiobtn-march21-2015","swf-91f42c64f9c83ef3e09d26f98dd9bf4316e6121f3118d014ef6e2dbe68bc883b","course-g03-l02-fq-003-missing-audiobtn-march21-2015","true","HELP_COURSES/ELMGR3/L2/FQ/Missing_AudioBtn_March21_2015/L2FQ03.swf","91f42c64f9c83ef3e09d26f98dd9bf4316e6121f3118d014ef6e2dbe68bc883b","course","3","2","Addition and Subtraction","Addition and Subtraction","FQ","3","L2FQ03","","assessment","inferred","false","true","true","missing-audio-button-revision","false","","CWS","7","800","600","12","10","833.333333","0","[""course-g03-l02-fq-audio""]","discovered"
