cue_id,language,source_file,sha256,start_frame,start_frame_domain_id,start_semantics,duration_ms,format,channels,sample_rate_hz,source_character_id,notes
catalog-audio-01,und,source-assets/flash/HELP MATH_ORIGINAL FILES/HELP_COURSES/ELMGR4/L3/SA/L3TS05.mp3,153f3ec94840fbc958e67c5209abdc25e403c0afe9424529e80343befd8c3c6c,,,,,mp3,,,,"Catalog association only; start frame, duration, and stream metadata require timeline/audio audit."
